skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance
0,6076,6478,36.698484809835,1,1.0,0.0,887,2465,908,2437,887,2465,908,2437,35.0
0,6076,6815,51.79898987322332,2,1.0,0.0,887,2465,930,2482,887,2465,930,2482,46.238512086787566
3,6099,6243,21.48528137423857,1,1.0,0.0,889,416,895,435,889,416,895,435,19.924858845171276
3,6099,6700,39.384776310850235,2,1.0,0.0,889,416,923,403,889,416,923,403,36.40054944640259
1,6103,6262,7.414213562373095,1,1.0,0.0,889,812,896,811,889,812,896,811,7.0710678118654755
0,6618,8362,127.35533905932733,2,1.0,0.0,918,2387,1033,2378,918,2387,1033,2378,115.35163631262454
0,6618,6697,27.65685424949238,2,1.0,0.0,918,2387,922,2413,918,2387,922,2413,26.30589287593181
2,6628,6782,9.0,2,1.0,0.0,919,1918,928,1918,919,1918,928,1918,9.0
0,6650,6697,5.82842712474619,1,1.0,0.0,920,2418,922,2413,920,2418,922,2413,5.385164807134504
0,6697,6845,10.828427124746192,1,1.0,0.0,922,2413,932,2411,922,2413,932,2411,10.198039027185569
3,6700,8611,179.58073580374358,1,1.0,0.0,923,403,1049,309,923,403,1049,309,157.20050890502867
3,6700,6792,12.485281374238571,1,1.0,0.0,923,403,929,413,923,403,929,413,11.661903789690601
2,6782,7604,62.31370849898476,2,1.0,0.0,928,1918,986,1909,928,1918,986,1909,58.69412236331676
2,6782,7679,103.98275605729684,2,1.0,0.0,928,1918,991,1983,928,1918,991,1983,90.52071586106685
0,6815,8193,141.2670273047587,2,1.0,0.0,930,2482,1018,2571,930,2482,1018,2571,125.15989773086265
0,6815,7809,68.07106781186548,2,1.0,0.0,930,2482,996,2487,930,2482,996,2487,66.18912297349165
1,7158,7428,50.384776310850214,1,1.0,0.0,955,999,973,1039,955,999,973,1039,43.86342439892262
1,7158,7566,32.72792206135786,2,1.0,0.0,955,999,984,990,955,999,984,990,30.364452901377952
2,7240,10402,475.10764773832534,1,1.0,0.0,959,2048,1395,2067,959,2048,1395,2067,436.413794465757
2,7240,8177,109.6396103067892,2,1.0,0.0,959,2048,1017,2126,959,2048,1017,2126,97.20082304178294
1,7566,7614,20.242640687119287,1,1.0,0.0,984,990,987,971,984,990,987,971,19.235384061671343
1,7566,8645,71.48528137423857,2,1.0,0.0,984,990,1053,992,984,990,1053,992,69.02897942168927
2,7604,7816,64.55634918610406,2,1.0,0.0,986,1909,997,1849,986,1909,997,1849,61.0
2,7604,8143,33.48528137423857,2,1.0,0.0,986,1909,1015,1917,986,1909,1015,1917,30.083217912982647
2,7679,8143,76.76955262170041,2,1.0,0.0,991,1983,1015,1917,991,1983,1015,1917,70.22819946431775
2,7679,8036,35.21320343559643,1,1.0,0.0,991,1983,1008,2010,991,1983,1008,2010,31.906112267087632
0,7809,8230,44.69848480983499,1,1.0,0.0,996,2487,1021,2455,996,2487,1021,2455,40.607881008493905
0,7809,8598,64.52691193458116,2,1.0,0.0,996,2487,1047,2514,996,2487,1047,2514,57.706152185014034
2,7816,8002,13.899494936611667,2,1.0,0.0,997,1849,1006,1840,997,1849,1006,1840,12.727922061357855
2,7966,8002,11.656854249492381,1,1.0,0.0,1004,1830,1006,1840,1004,1830,1006,1840,10.198039027185569
2,8002,8613,48.38477631085024,1,1.0,0.0,1006,1840,1049,1829,1006,1840,1049,1829,44.384682042344295
2,8143,8213,5.0,2,1.0,0.0,1015,1917,1020,1917,1015,1917,1020,1917,5.0
2,8177,8692,44.970562748477136,1,1.0,0.0,1017,2126,1057,2138,1017,2126,1057,2138,41.7612260356422
0,8193,8402,18.48528137423857,2,1.0,0.0,1018,2571,1033,2564,1018,2571,1033,2564,16.55294535724685
0,8193,8245,10.656854249492381,1,1.0,0.0,1018,2571,1022,2580,1018,2571,1022,2580,9.848857801796104
2,8213,8885,79.4974746830583,1,1.0,0.0,1020,1917,1083,1880,1020,1917,1083,1880,73.06161783043132
2,8213,8856,66.62741699796952,2,1.0,0.0,1020,1917,1080,1933,1020,1917,1080,1933,62.0966987850401
0,8362,8453,23.485281374238575,1,1.0,0.0,1033,2378,1037,2399,1033,2378,1037,2399,21.37755832643195
0,8362,8451,4.0,2,1.0,0.0,1033,2378,1037,2378,1033,2378,1037,2378,4.0
0,8402,8598,55.79898987322329,2,1.0,0.0,1033,2564,1047,2514,1033,2564,1047,2514,51.92301994298868
0,8402,8753,39.79898987322333,1,1.0,0.0,1033,2564,1065,2580,1033,2564,1065,2580,35.77708763999664
0,8451,8595,37.142135623730944,1,1.0,0.0,1037,2378,1047,2345,1037,2378,1047,2345,34.48187929913333
0,8451,9362,151.61017305526636,1,1.0,0.0,1037,2378,1165,2435,1037,2378,1165,2435,140.11780757633915
0,8598,8766,20.82842712474619,2,1.0,0.0,1047,2514,1067,2516,1047,2514,1067,2516,20.09975124224178
1,8645,8687,11.656854249492381,1,1.0,0.0,1053,992,1057,982,1053,992,1057,982,10.770329614269007
1,8645,10761,519.605122421384,1,1.0,0.0,1053,992,1515,948,1053,992,1515,948,464.0905084140377
0,8766,11261,768.8599564173235,1,1.0,0.0,1067,2516,1764,2513,1067,2516,1764,2513,697.0064562111315
0,8766,8918,42.45584412271572,1,1.0,0.0,1067,2516,1085,2551,1067,2516,1085,2551,39.35733730830886
2,8856,9026,40.2842712474619,1,1.0,0.0,1080,1933,1102,1903,1080,1933,1102,1903,37.20215047547655
2,8856,9318,89.21320343559643,2,1.0,0.0,1080,1933,1159,1952,1080,1933,1159,1952,81.25269226308751
2,9318,9874,121.52691193458116,1,1.0,0.0,1159,1952,1264,1924,1159,1952,1264,1924,108.66922287382016
2,9318,9422,28.798989873223338,2,1.0,0.0,1159,1952,1176,1972,1159,1952,1176,1972,26.248809496813376
2,9422,9440,13.414213562373096,1,1.0,0.0,1176,1972,1177,1985,1176,1972,1177,1985,13.038404810405298
2,9422,11260,614.5096679918785,1,1.0,0.0,1176,1972,1764,2000,1176,1972,1764,2000,588.6662891656018
0,0,351,74.38477631085021,1,1.0,0.0,505,375,574,382,505,375,574,382,69.35416353759881
1,9,250,52.071067811865476,1,1.0,0.0,513,943,554,957,513,943,554,957,43.32435804486894
2,35,151,29.384776310850242,1,1.0,0.0,521,1427,545,1440,521,1427,545,1440,27.294688127912362
2,116,168,29.55634918610405,1,1.0,0.0,541,1470,546,1445,541,1470,546,1445,25.495097567963924
3,121,599,145.5685424949238,1,1.0,0.0,542,1965,612,2062,542,1965,612,2062,119.6202324023825
2,151,168,5.414213562373095,2,1.0,0.0,545,1440,546,1445,545,1440,546,1445,5.0990195135927845
2,151,538,65.87005768508881,2,1.0,0.0,545,1440,603,1427,545,1440,603,1427,59.43904440685432
2,168,297,19.798989873223338,1,1.0,0.0,546,1445,560,1459,546,1445,560,1459,19.79898987322333
1,229,273,15.071067811865479,1,1.0,0.0,552,936,557,949,552,936,557,949,13.92838827718412
1,250,273,9.242640687119286,2,1.0,0.0,554,957,557,949,554,957,557,949,8.54400374531753
1,250,285,9.65685424949238,1,1.0,0.0,554,957,558,965,554,957,558,965,8.94427190999916
1,273,567,52.31370849898475,1,1.0,0.0,557,949,606,941,557,949,606,941,49.64876634922564
0,351,535,61.698484809834966,1,1.0,0.0,574,382,603,427,574,382,603,427,53.53503525729669
0,351,632,47.556349186104036,2,1.0,0.0,574,382,617,371,574,382,617,371,44.384682042344295
4,455,857,95.254833995939,1,1.0,0.0,589,2421,665,2383,589,2421,665,2383,84.970583144992
2,538,934,82.6274169979695,2,1.0,0.0,603,1427,677,1409,603,1427,677,1409,76.15773105863909
2,538,576,19.656854249492383,1,1.0,0.0,603,1427,607,1445,603,1427,607,1445,18.439088914585774
3,599,1039,96.0121933088197,2,1.0,0.0,612,2062,695,2080,612,2062,695,2080,84.92938243034621
3,599,684,24.142135623730955,1,1.0,0.0,612,2062,622,2082,612,2062,622,2082,22.360679774997898
0,632,658,9.82842712474619,1,1.0,0.0,617,371,619,362,617,371,619,362,9.219544457292887
0,632,4292,936.4701294725908,2,1.0,0.0,617,371,1454,169,617,371,1454,169,861.0301969152998
4,857,1167,87.15432893255063,1,1.0,0.0,665,2383,712,2320,665,2383,712,2320,78.60025445251433
4,857,1665,162.18376618407353,2,1.0,0.0,665,2383,816,2364,665,2383,816,2364,152.190669884852
2,934,1444,107.2132034355964,2,1.0,0.0,677,1409,776,1394,677,1409,776,1394,100.12991560967181
2,934,961,12.242640687119286,1,1.0,0.0,677,1409,680,1420,677,1409,680,1420,11.40175425099138
3,1039,1281,44.31370849898475,2,1.0,0.0,695,2080,735,2083,695,2080,735,2083,40.11234224026316
3,1039,1223,56.21320343559641,1,1.0,0.0,695,2080,723,2117,695,2080,723,2117,46.400431032480725
3,1277,1281,10.414213562373096,1,1.0,0.0,734,2093,735,2083,734,2093,735,2083,10.04987562112089
3,1281,2119,179.426406871193,2,1.0,0.0,735,2083,901,2058,735,2083,901,2058,167.87197502859135
2,1444,1781,92.88225099390847,1,1.0,0.0,776,1394,832,1459,776,1394,832,1459,85.7962703152066
2,1444,1996,117.18376618407352,2,1.0,0.0,776,1394,880,1369,776,1394,880,1369,106.96261028976434
4,1665,1784,42.62741699796951,1,1.0,0.0,816,2364,832,2400,816,2364,832,2400,39.395431207184416
4,1665,1869,50.28427124746189,2,1.0,0.0,816,2364,848,2334,816,2364,848,2334,43.86342439892262
4,1812,1869,17.899494936611667,1,1.0,0.0,839,2321,848,2334,839,2321,848,2334,15.811388300841896
4,1869,4784,856.1787155501909,1,1.0,0.0,848,2334,1664,2247,848,2334,1664,2247,820.6247619953958
2,1996,2268,72.59797974644663,1,1.0,0.0,880,1369,928,1410,880,1369,928,1410,63.12685640834652
2,1996,3908,490.35028842544466,1,1.0,0.0,880,1369,1330,1289,880,1369,1330,1289,457.05579528105756
3,2119,2151,18.65685424949238,1,1.0,0.0,901,2058,905,2041,901,2058,905,2041,17.46424919657298
3,2119,2741,163.22539674441632,2,1.0,0.0,901,2058,1045,2013,901,2058,1045,2013,150.86749152816188
3,2741,2820,36.384776310850235,1,1.0,0.0,1045,2013,1058,1982,1045,2013,1058,1982,33.61547262794322
3,2741,4995,883.8477631085034,1,1.0,0.0,1045,2013,1875,1893,1045,2013,1875,1893,838.6298349093001
0,4292,4306,20.242640687119287,1,1.0,0.0,1454,169,1457,150,1454,169,1457,150,19.235384061671343
0,4292,4488,67.97056274847712,1,1.0,0.0,1454,169,1517,159,1454,169,1517,159,63.788713735268246
0,0,303,155.79898987322335,0,1.0,0.0,512,439,662,425,512,439,662,425,150.65191668213185
1,1,259,115.69848480983498,0,1.0,0.0,512,1950,618,1934,512,1950,618,1934,107.20074626605917
2,36,168,48.97056274847713,0,1.0,0.0,529,1445,573,1433,529,1445,573,1433,45.60701700396552
3,304,370,60.970562748477114,1,1.0,0.0,2367,2395,2409,2385,2367,2395,2409,2385,43.174066289845804
3,340,370,13.485281374238573,1,1.0,0.0,2403,2374,2409,2385,2403,2374,2409,2385,12.529964086141668
3,370,396,27.485281374238575,1,1.0,0.0,2409,2385,2434,2379,2409,2385,2434,2379,25.709920264364882
0,0,82,42.55634918610405,1,1.0,0.0,472,934,510,945,472,934,510,945,39.56008088970496
1,18,1292,349.9238815542517,0,1.0,0.0,490,438,813,447,490,438,813,447,323.12536266904215
2,28,1074,240.0416305603427,0,1.0,0.0,494,1453,727,1444,494,1453,727,1444,233.173754955398
3,56,1264,331.66399692442985,0,1.0,0.0,503,1964,790,1871,503,1964,790,1871,301.69189581425616
0,82,92,6.414213562373095,1,1.0,0.0,510,945,511,951,510,945,511,951,6.082762530298219
0,82,1274,298.6690475583124,1,1.0,0.0,510,945,795,976,510,945,795,976,286.6810073932349
4,99,669,117.31370849898475,0,1.0,0.0,512,2468,626,2460,512,2468,626,2460,114.28035701729323
0,0,904,233.2548339959391,0,1.0,0.0,506,1922,725,1905,506,1922,725,1905,219.65882636488797
1,8,862,220.78174593052057,0,1.0,0.0,513,2445,711,2496,513,2445,711,2496,204.46271053666484
2,12,276,69.21320343559643,1,1.0,0.0,514,1431,569,1410,514,1431,569,1410,58.872744118140105
3,48,956,239.84062043356607,0,1.0,0.0,524,927,751,908,524,927,751,908,227.79376637651873
4,140,1013,286.36753236814735,0,1.0,0.0,547,418,808,441,547,418,808,441,262.01145013147806
2,262,276,22.82842712474619,1,1.0,0.0,567,1432,569,1410,567,1432,569,1410,22.090722034374522
2,276,352,15.414213562373096,1,1.0,0.0,569,1410,584,1411,569,1410,584,1411,15.033296378372908
0,0,2051,518.7228714274752,0,1.0,0.0,482,897,968,842,482,897,968,842,489.10223880084624
1,9,145,39.65685424949238,1,1.0,0.0,490,2415,528,2417,490,2415,528,2417,38.05259518088089
2,11,394,86.04163056034258,1,1.0,0.0,491,1913,570,1924,491,1913,570,1924,79.76214641043707
3,74,2053,513.5340546095184,0,1.0,0.0,512,1452,969,1356,512,1452,969,1356,466.97430336154474
4,121,1622,314.5391052434013,0,1.0,0.0,524,415,817,437,524,415,817,437,293.82477771624366
1,145,200,15.899494936611667,1,1.0,0.0,528,2417,535,2404,528,2417,535,2404,14.7648230602334
1,145,339,45.21320343559641,2,1.0,0.0,528,2417,562,2437,528,2417,562,2437,39.44616584663204
1,339,380,18.071067811865476,1,1.0,0.0,562,2437,567,2453,562,2437,567,2453,16.76305461424021
1,339,1374,213.74011537017776,2,1.0,0.0,562,2437,760,2403,562,2437,760,2403,200.89798406156294
2,394,461,31.313708498984766,1,1.0,0.0,570,1924,578,1896,570,1924,578,1896,29.120439557122072
2,394,2000,396.8528137423861,1,1.0,0.0,570,1924,942,1884,570,1924,942,1884,374.1443571671234
1,1374,1392,17.242640687119284,1,1.0,0.0,760,2403,763,2387,760,2403,763,2387,16.278820596099706
1,1374,1421,9.242640687119286,1,1.0,0.0,760,2403,766,2408,760,2403,766,2408,7.810249675906654
0,0,59,30.48528137423857,1,1.0,0.0,494,1427,522,1433,494,1427,522,1433,28.635642126552707
1,15,504,106.55634918610403,1,1.0,0.0,509,906,604,890,509,906,604,890,96.33794683301072
2,23,193,36.242640687119284,1,1.0,0.0,512,2445,547,2446,512,2445,547,2446,35.014282800023196
0,59,98,19.485281374238575,1,1.0,0.0,522,1433,528,1450,522,1433,528,1450,18.027756377319946
0,59,433,72.72792206135784,1,1.0,0.0,522,1433,587,1426,522,1433,587,1426,65.37583651472461
3,100,204,22.071067811865476,1,1.0,0.0,529,395,549,400,529,395,549,400,20.615528128088304
4,123,1527,400.0954544295055,0,1.0,0.0,534,1928,908,1971,534,1928,908,1971,376.46380968162134
2,193,218,15.242640687119287,1,1.0,0.0,547,2446,550,2432,547,2446,550,2432,14.317821063276353
2,193,1615,480.69343417595246,1,1.0,0.0,547,2446,986,2459,547,2446,986,2459,439.1924407364043
3,204,248,18.071067811865476,1,1.0,0.0,549,400,554,384,549,400,554,384,16.76305461424021
3,204,330,27.89949493661167,2,1.0,0.0,549,400,569,412,549,400,569,412,23.323807579381203
3,330,341,11.0,1,1.0,0.0,569,412,569,423,569,412,569,423,11.0
3,330,1545,354.6274169979696,1,1.0,0.0,569,412,917,426,569,412,917,426,348.28149534536
1,504,536,20.07106781186548,1,1.0,0.0,604,890,609,872,604,890,609,872,18.681541692269406
1,504,885,99.28427124746186,1,1.0,0.0,604,890,695,900,604,890,695,900,91.54780172128658
0,0,93,16.071067811865476,1,1.0,0.0,504,470,518,475,504,470,518,475,14.866068747318506
1,3,103,15.485281374238575,1,1.0,0.0,506,1450,519,1444,506,1450,519,1444,14.317821063276353
2,8,577,75.45584412271567,1,1.0,0.0,508,2466,576,2450,508,2466,576,2450,69.85699678629192
3,20,96,7.65685424949238,1,1.0,0.0,512,1964,518,1966,512,1964,518,1966,6.324555320336759
0,22,60,5.82842712474619,1,1.0,0.0,513,442,518,442,513,442,518,442,5.0
1,29,103,9.071067811865476,1,1.0,0.0,514,1437,519,1444,514,1437,519,1444,8.602325267042627
3,37,96,11.656854249492381,1,1.0,0.0,514,1976,518,1966,514,1976,518,1966,10.770329614269007
0,60,93,33.0,2,1.0,0.0,518,442,518,475,518,442,518,475,33.0
0,60,751,76.89949493661166,2,1.0,0.0,518,442,592,437,518,442,592,437,74.16872656315464
0,93,2861,274.09545442950525,2,1.0,0.0,518,475,764,532,518,475,764,532,252.5173261382276
3,96,194,18.0,2,1.0,0.0,518,1966,536,1966,518,1966,536,1966,18.0
1,103,1494,141.97056274847716,2,1.0,0.0,519,1444,656,1450,519,1444,656,1450,137.13132391981054
4,188,279,18.313708498984763,1,1.0,0.0,536,963,544,948,536,963,544,948,17.0
3,194,646,113.76955262170043,2,1.0,0.0,536,1966,584,1885,536,1966,584,1885,94.15412895885129
3,194,804,62.48528137423857,2,1.0,0.0,536,1966,594,1972,536,1966,594,1972,58.309518948453004
4,259,279,5.82842712474619,1,1.0,0.0,542,943,544,948,542,943,544,948,5.385164807134504
4,279,861,58.89949493661165,2,1.0,0.0,544,948,600,955,544,948,600,955,56.43580423808985
2,367,541,26.798989873223338,1,1.0,0.0,552,2424,573,2438,552,2424,573,2438,25.238858928247925
2,541,573,9.242640687119286,2,1.0,0.0,573,2438,576,2446,573,2438,576,2446,8.54400374531753
2,541,706,38.213203435596434,1,1.0,0.0,573,2438,588,2406,573,2438,588,2406,35.34119409414458
2,573,577,4.0,2,1.0,0.0,576,2446,576,2450,576,2446,576,2450,4.0
2,573,1358,75.94112549695426,2,1.0,0.0,576,2446,642,2422,576,2446,642,2422,70.22819946431775
2,577,914,34.87005768508881,2,1.0,0.0,576,2450,603,2469,576,2450,603,2469,33.015148038438355
3,646,656,23.242640687119287,1,1.0,0.0,584,1885,585,1863,584,1885,585,1863,22.02271554554524
3,646,1052,35.14213562373095,1,1.0,0.0,584,1885,614,1894,584,1885,614,1894,31.32091952673165
0,751,4006,335.67619023324926,2,1.0,0.0,592,437,860,330,592,437,860,330,288.5706152746672
0,751,1785,102.59797974644663,2,1.0,0.0,592,437,678,464,592,437,678,464,90.13878188659973
3,776,804,20.82842712474619,1,1.0,0.0,592,1992,594,1972,592,1992,594,1972,20.09975124224178
3,804,1567,69.07106781186546,2,1.0,0.0,594,1972,661,1969,594,1972,661,1969,67.06713054842886
4,861,1020,36.14213562373095,1,1.0,0.0,600,955,611,986,600,955,611,986,32.89376840679705
4,861,1874,95.28427124746186,2,1.0,0.0,600,955,685,971,600,955,685,971,86.49277426467485
2,914,1449,109.63961030678918,1,1.0,0.0,603,2469,650,2558,603,2469,650,2558,100.64790112068906
2,914,1349,42.14213562373094,2,1.0,0.0,603,2469,641,2459,603,2469,641,2459,39.293765408777
2,1349,1358,37.41421356237309,2,1.0,0.0,641,2459,642,2422,641,2459,642,2422,37.013511046643494
2,1349,1573,25.55634918610405,2,1.0,0.0,641,2459,661,2471,641,2459,661,2471,23.323807579381203
2,1358,1513,28.142135623730955,2,1.0,0.0,642,2422,657,2403,642,2422,657,2403,24.20743687382041
1,1494,1603,26.899494936611667,1,1.0,0.0,656,1450,663,1474,656,1450,663,1474,25.0
1,1494,8151,1207.2152954766514,1,1.0,0.0,656,1450,1787,1502,656,1450,1787,1502,1132.1947712297563
2,1513,1623,22.899494936611667,1,1.0,0.0,657,2403,664,2383,657,2403,664,2383,21.18962010041709
2,1513,2508,93.49747468305826,2,1.0,0.0,657,2403,735,2439,657,2403,735,2439,85.90692637965812
3,1567,2125,77.59797974644661,2,1.0,0.0,661,1969,705,1919,661,1969,705,1919,66.60330322138685
3,1567,2406,74.69848480983497,2,1.0,0.0,661,1969,726,1963,661,1969,726,1963,65.27633568147036
2,1573,1940,54.28427124746188,2,1.0,0.0,661,2471,689,2509,661,2471,689,2509,47.20169488482379
2,1573,2508,90.18376618407352,2,1.0,0.0,661,2471,735,2439,661,2471,735,2439,80.62257748298549
0,1785,4006,249.22034611053328,2,1.0,0.0,678,464,860,330,678,464,860,330,226.00884938426637
0,1785,2485,59.31370849898476,2,1.0,0.0,678,464,734,468,678,464,734,468,56.142675390472796
4,1874,1968,14.485281374238573,1,1.0,0.0,685,971,691,983,685,971,691,983,13.416407864998739
4,1874,3032,99.97056274847712,2,1.0,0.0,685,971,780,973,685,971,780,973,95.02105029939419
2,1940,1948,8.0,1,1.0,0.0,689,2509,689,2517,689,2509,689,2517,8.0
2,1940,2371,37.72792206135785,1,1.0,0.0,689,2509,723,2504,689,2509,723,2504,34.36568055487916
3,2125,6729,609.877200360026,1,1.0,0.0,705,1919,1257,1792,705,1919,1257,1792,566.4212213538614
3,2125,2406,52.69848480983498,2,1.0,0.0,705,1919,726,1963,705,1919,726,1963,48.75448697299562
3,2406,2887,52.35533905932735,1,1.0,0.0,726,1963,766,1990,726,1963,766,1990,48.25971404805462
0,2485,2861,77.01219330881972,2,1.0,0.0,734,468,764,532,734,468,764,532,70.68238818828917
0,2485,2988,53.041630560342604,2,1.0,0.0,734,468,777,448,734,468,777,448,47.4236228055175
2,2508,2583,6.0,2,1.0,0.0,735,2439,741,2439,735,2439,741,2439,6.0
2,2583,4192,174.58073580374358,2,1.0,0.0,741,2439,875,2370,741,2439,875,2370,150.72159765607583
2,2583,3265,61.970562748477136,2,1.0,0.0,741,2439,798,2449,741,2439,798,2449,57.87054518492115
0,2861,5752,348.575685169861,1,1.0,0.0,764,532,1045,679,764,532,1045,679,317.1277345171816
0,2988,3773,110.56854249492372,2,1.0,0.0,777,448,841,434,777,448,841,434,65.5133574166368
0,2988,3186,18.071067811865476,2,1.0,0.0,777,448,793,453,777,448,793,453,16.76305461424021
4,3032,3095,20.65685424949238,1,1.0,0.0,780,973,784,954,780,973,784,954,19.4164878389476
4,3032,5578,259.710678118655,2,1.0,0.0,780,973,1019,931,780,973,1019,931,242.66231681083076
0,3186,3438,40.31370849898477,1,1.0,0.0,793,453,812,479,793,453,812,479,32.202484376209235
0,3186,3773,55.870057685088774,2,1.0,0.0,793,453,841,434,793,453,841,434,51.62363799656123
2,3265,3812,57.28427124746188,2,1.0,0.0,798,2449,844,2426,798,2449,844,2426,51.42956348249516
2,3265,4441,123.32590180780447,2,1.0,0.0,798,2449,896,2476,798,2449,896,2476,101.65136496870073
0,3773,3906,11.0,2,1.0,0.0,841,434,852,434,841,434,852,434,11.0
2,3812,4192,72.35533905932733,2,1.0,0.0,844,2426,875,2370,844,2426,875,2370,64.00781202322104
2,3812,4296,47.21320343559641,2,1.0,0.0,844,2426,885,2441,844,2426,885,2441,43.657759905886145
0,3906,5260,153.1959594928934,2,1.0,0.0,852,434,976,372,852,434,976,372,138.63621460498698
0,3906,5362,165.26702730475878,1,1.0,0.0,852,434,987,486,852,434,987,486,144.66858677681205
0,4006,5260,139.84062043356593,2,1.0,0.0,860,330,976,372,860,330,976,372,123.36936410632909
2,4192,4471,24.414213562373096,2,1.0,0.0,875,2370,899,2369,875,2370,899,2369,24.020824298928627
2,4296,6329,285.426406871193,1,1.0,0.0,885,2441,1157,2448,885,2441,1157,2448,272.0900586203031
2,4296,4441,39.55634918610404,2,1.0,0.0,885,2441,896,2476,885,2441,896,2476,36.68787265568828
2,4441,5496,114.38477631085021,1,1.0,0.0,896,2476,1005,2477,896,2476,1005,2477,109.00458705944443
2,4471,4514,7.65685424949238,1,1.0,0.0,899,2369,903,2363,899,2369,903,2363,7.211102550927978
2,4471,5375,117.53910524340084,1,1.0,0.0,899,2369,988,2342,899,2369,988,2342,93.00537618869137
0,5260,5760,73.31370849898475,2,1.0,0.0,976,372,1046,366,976,372,1046,366,70.25667228100119
4,5578,8884,1643.6610383316022,1,1.0,0.0,1019,931,2520,606,1019,931,2520,606,1535.7818855553676
4,5578,5612,17.242640687119287,1,1.0,0.0,1019,931,1022,947,1019,931,1022,947,16.278820596099706
0,5760,5782,18.071067811865476,1,1.0,0.0,1046,366,1049,350,1046,366,1049,350,16.278820596099706
0,5760,6967,316.6812408671321,2,1.0,0.0,1046,366,1337,320,1046,366,1337,320,294.61330587738223
0,6967,7278,105.95331880577393,1,1.0,0.0,1337,320,1411,383,1337,320,1411,383,97.18538984847466
0,6967,7635,222.43860018001286,1,1.0,0.0,1337,320,1530,256,1337,320,1530,256,203.3346994489627
0,0,2694,554.3969696196704,0,1.0,0.0,458,915,995,895,458,915,995,895,537.3723104142974
1,3,2359,468.8111831820434,0,1.0,0.0,460,1973,911,1986,460,1973,911,1986,451.1873225169342
2,26,163,37.242640687119284,1,1.0,0.0,471,2466,507,2463,471,2466,507,2463,36.124783736376884
3,112,918,135.2132034355964,1,1.0,0.0,500,1457,629,1446,500,1457,629,1446,129.46814279968643
2,130,163,17.242640687119284,1,1.0,0.0,504,2447,507,2463,504,2447,507,2463,16.278820596099706
4,132,211,20.142135623730955,1,1.0,0.0,505,409,517,423,505,409,517,423,18.439088914585774
2,163,563,59.142135623730944,2,1.0,0.0,507,2463,561,2472,507,2463,561,2472,54.74486277268398
4,211,509,94.32590180780443,1,1.0,0.0,517,423,556,500,517,423,556,500,86.31338250816034
4,211,807,96.72792206135783,2,1.0,0.0,517,423,610,428,517,423,610,428,93.13431161500041
2,368,563,53.142135623730944,1,1.0,0.0,536,2506,561,2472,536,2506,561,2472,42.20189569201838
2,563,2951,578.6639969244295,1,1.0,0.0,561,2472,1095,2467,561,2472,1095,2467,534.0234077266651
4,807,836,15.242640687119287,1,1.0,0.0,610,428,613,442,610,428,613,442,14.317821063276353
4,807,2859,470.2375900532365,1,1.0,0.0,610,428,1050,443,610,428,1050,443,440.25560757360034
3,918,2978,556.7472580451151,1,1.0,0.0,629,1446,1122,1414,629,1446,1122,1414,494.0374479733292
3,918,1043,28.384776310850242,1,1.0,0.0,629,1446,648,1463,629,1446,648,1463,25.495097567963924
0,0,596,256.66904755831234,0,1.0,0.0,476,1405,719,1434,476,1405,719,1434,244.72433471152803
1,5,145,68.38477631085021,1,1.0,0.0,481,448,542,459,481,448,542,459,61.98386886924694
1,123,145,17.656854249492383,1,1.0,0.0,538,475,542,459,538,475,542,459,16.492422502470642
1,145,323,72.07106781186548,2,1.0,0.0,542,459,612,454,542,459,612,454,70.178344238091
2,212,417,68.7989898732233,0,1.0,0.0,575,572,638,566,575,572,638,566,63.28506932918696
1,323,341,16.82842712474619,1,1.0,0.0,612,454,614,438,612,454,614,438,16.1245154965971
1,323,492,69.69848480983498,2,1.0,0.0,612,454,668,480,612,454,668,480,61.741396161732524
1,481,492,13.071067811865477,1,1.0,0.0,665,491,668,480,665,491,668,480,11.40175425099138
1,492,661,115.45584412271569,2,1.0,0.0,668,480,776,488,668,480,776,488,108.29589096544707
1,661,670,16.656854249492383,1,1.0,0.0,776,488,780,473,776,488,780,473,15.524174696260024
1,661,892,243.46803743153578,1,1.0,0.0,776,488,999,470,776,488,999,470,223.72527796384566
0,0,593,151.52691193458122,1,1.0,0.0,533,1932,675,1941,533,1932,675,1941,142.28492541376264
1,36,168,47.31370849898475,1,1.0,0.0,568,2456,612,2450,568,2456,612,2450,44.40720662234904
2,95,124,10.65685424949238,1,1.0,0.0,598,386,607,382,598,386,607,382,9.848857801796104
2,124,2770,305.59292911256364,1,1.0,0.0,607,382,858,270,607,382,858,270,274.85450696686786
2,124,737,99.72792206135784,2,1.0,0.0,607,382,691,401,607,382,691,401,86.12200647918046
1,168,226,21.313708498984763,1,1.0,0.0,612,2450,620,2432,612,2450,620,2432,19.697715603592208
1,168,243,17.72792206135786,2,1.0,0.0,612,2450,623,2462,612,2450,623,2462,16.278820596099706
3,184,322,23.55634918610405,1,1.0,0.0,615,883,632,896,615,883,632,896,21.400934559032695
1,243,1077,106.48528137423857,2,1.0,0.0,623,2462,726,2459,623,2462,726,2459,103.04368005850722
