skeleton-id,node-id-src,node-id-dst,branch-distance,branch-type,mean-pixel-value,stdev-pixel-value,image-coord-src-0,image-coord-src-1,image-coord-dst-0,image-coord-dst-1,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,euclidean-distance
3,1039,1089,33.828427124746185,2,1.0,0.0,1806,136,1838,139,1806,136,1838,139,32.14031735997639
3,1074,1089,13.313708498984763,1,1.0,0.0,1830,149,1838,139,1830,149,1838,139,12.806248474865697
3,1089,1221,70.62741699796948,2,1.0,0.0,1838,139,1901,136,1838,139,1901,136,63.071388124885914
3,1125,1183,31.89949493661167,1,1.0,0.0,1873,98,1901,98,1873,98,1901,98,28.0
3,1183,1221,38.0,2,1.0,0.0,1901,98,1901,136,1901,98,1901,136,38.0
3,1183,1499,78.38477631085023,2,1.0,0.0,1901,98,1974,93,1901,98,1974,93,73.17103251970687
3,1221,1444,67.89949493661167,2,1.0,0.0,1901,136,1966,133,1901,136,1966,133,65.06919393998976
3,1278,1358,26.899494936611667,1,1.0,0.0,1929,202,1952,200,1929,202,1952,200,23.08679276123039
3,1331,1358,12.485281374238571,1,1.0,0.0,1946,210,1952,200,1946,210,1952,200,11.661903789690601
3,1354,1482,18.414213562373096,1,1.0,0.0,1952,50,1970,49,1952,50,1970,49,18.027756377319946
3,1358,1446,14.828427124746192,2,1.0,0.0,1952,200,1966,198,1952,200,1966,198,14.142135623730951
3,1383,1446,21.313708498984763,1,1.0,0.0,1958,180,1966,198,1958,180,1966,198,19.697715603592208
3,1444,1518,24.313708498984766,2,1.0,0.0,1966,133,1974,112,1966,133,1974,112,22.47220505424423
3,1444,1457,21.65685424949238,1,1.0,0.0,1966,133,1968,153,1966,133,1968,153,20.09975124224178
3,1446,1567,29.313708498984766,2,1.0,0.0,1966,198,1984,214,1966,198,1984,214,24.08318915758459
3,1479,1482,3.0,1,1.0,0.0,1970,46,1970,49,1970,46,1970,49,3.0
3,1482,1739,65.24264068711928,2,1.0,0.0,1970,49,2034,46,1970,49,2034,46,64.07027391856539
3,1499,1518,19.0,2,1.0,0.0,1974,93,1974,112,1974,93,1974,112,19.0
3,1499,1588,21.384776310850242,1,1.0,0.0,1974,93,1989,79,1974,93,1989,79,20.518284528683193
3,1518,1702,65.97056274847714,2,1.0,0.0,1974,112,2025,98,1974,112,2025,98,52.88667128870941
3,1567,1569,2.0,1,1.0,0.0,1984,214,1984,216,1984,214,1984,216,2.0
3,1567,1785,63.970562748477114,2,1.0,0.0,1984,214,2043,204,1984,214,2043,204,59.841457201508724
3,1685,1702,6.65685424949238,1,1.0,0.0,2021,93,2025,98,2021,93,2025,98,6.4031242374328485
3,1702,1961,61.284271247461874,2,1.0,0.0,2025,98,2064,64,2025,98,2064,64,51.73973328110612
3,1739,1758,7.65685424949238,1,1.0,0.0,2034,46,2038,40,2034,46,2038,40,7.211102550927978
3,1739,1961,39.21320343559642,2,1.0,0.0,2034,46,2064,64,2034,46,2064,64,34.9857113690718
4,1752,1897,19.656854249492383,1,1.0,0.0,2036,2733,2054,2731,2036,2733,2054,2731,18.110770276274835
3,1777,2007,42.52691193458118,1,1.0,0.0,2042,138,2072,164,2042,138,2072,164,39.698866482558415
3,1785,2007,52.01219330881973,2,1.0,0.0,2043,204,2072,164,2043,204,2072,164,49.4064773081425
3,1785,1880,21.72792206135786,2,1.0,0.0,2043,204,2052,222,2043,204,2052,222,20.12461179749811
3,1853,1880,20.414213562373096,1,1.0,0.0,2051,242,2052,222,2051,242,2052,222,20.024984394500787
4,1854,1897,4.242640687119286,1,1.0,0.0,2051,2728,2054,2731,2051,2728,2054,2731,4.242640687119285
3,1880,2049,30.82842712474619,1,1.0,0.0,2052,222,2082,222,2052,222,2082,222,30.0
4,1897,2053,29.414213562373096,2,1.0,0.0,2054,2731,2083,2732,2054,2731,2083,2732,29.017236257093817
3,1961,2252,72.0416305603426,2,1.0,0.0,2064,64,2129,61,2064,64,2129,61,65.06919393998976
3,2007,2463,93.3847763108502,2,1.0,0.0,2072,164,2159,162,2072,164,2159,162,87.02298546935747
4,2053,2070,11.828427124746192,1,1.0,0.0,2083,2732,2085,2743,2083,2732,2085,2743,11.180339887498949
4,2053,2231,46.31370849898474,2,1.0,0.0,2083,2732,2125,2741,2083,2732,2125,2741,42.95346318982906
3,2072,2278,43.0,1,1.0,0.0,2086,87,2129,87,2086,87,2129,87,43.0
4,2231,2318,23.72792206135786,1,1.0,0.0,2125,2741,2134,2761,2125,2741,2134,2761,21.93171219946131
4,2231,2605,57.65685424949237,2,1.0,0.0,2125,2741,2181,2743,2125,2741,2181,2743,56.0357029044876
3,2252,2278,26.0,2,1.0,0.0,2129,61,2129,87,2129,61,2129,87,26.0
3,2252,2324,7.82842712474619,2,1.0,0.0,2129,61,2136,59,2129,61,2136,59,7.280109889280518
3,2278,2545,72.66904755831207,2,1.0,0.0,2129,87,2176,132,2129,87,2176,132,65.06919393998976
3,2324,2328,8.414213562373096,1,1.0,0.0,2136,59,2137,51,2136,59,2137,51,8.06225774829855
3,2324,2831,85.31370849898474,2,1.0,0.0,2136,59,2215,66,2136,59,2215,66,79.30952023559341
3,2389,2463,42.28427124746189,1,1.0,0.0,2145,196,2159,162,2145,196,2159,162,36.76955262170047
3,2463,2496,7.0,2,1.0,0.0,2159,162,2166,162,2159,162,2166,162,7.0
3,2496,2612,23.55634918610405,2,1.0,0.0,2166,162,2182,148,2166,162,2182,148,21.2602916254693
3,2496,2719,60.25483399593903,1,1.0,0.0,2166,162,2198,209,2166,162,2198,209,56.859475903318
3,2545,2612,18.485281374238575,2,1.0,0.0,2176,132,2182,148,2176,132,2182,148,17.08800749063506
3,2545,2831,82.15432893255068,2,1.0,0.0,2176,132,2215,66,2176,132,2215,66,76.66159403508382
4,2584,2605,21.0,1,1.0,0.0,2181,2722,2181,2743,2181,2722,2181,2743,21.0
4,2605,2639,6.0,2,1.0,0.0,2181,2743,2187,2743,2181,2743,2187,2743,6.0
3,2612,2697,17.48528137423857,2,1.0,0.0,2182,148,2197,154,2182,148,2197,154,16.15549442140351
4,2639,2653,9.414213562373096,1,1.0,0.0,2187,2743,2188,2752,2187,2743,2188,2752,9.055385138137417
4,2639,2936,57.071067811865476,2,1.0,0.0,2187,2743,2241,2749,2187,2743,2241,2749,54.3323108288245
3,2697,3048,109.6690475583121,1,1.0,0.0,2197,154,2292,142,2197,154,2292,142,95.75489543621255
3,2697,2890,46.25483399593903,1,1.0,0.0,2197,154,2229,187,2197,154,2229,187,45.967379738244816
3,2831,2927,26.071067811865476,1,1.0,0.0,2215,66,2239,67,2215,66,2239,67,24.020824298928627
4,2918,2936,13.899494936611667,1,1.0,0.0,2236,2760,2241,2749,2236,2760,2241,2749,12.083045973594572
4,2936,2980,21.414213562373096,2,1.0,0.0,2241,2749,2262,2750,2241,2749,2262,2750,21.02379604162864
4,2980,3106,86.97056274847712,2,1.0,0.0,2262,2750,2343,2755,2262,2750,2343,2755,81.15417426109393
4,2980,3003,11.899494936611667,1,1.0,0.0,2262,2750,2269,2759,2262,2750,2269,2759,11.40175425099138
4,3106,3135,29.556349186104054,1,1.0,0.0,2343,2755,2354,2730,2343,2755,2354,2730,27.313000567495326
4,3106,3139,14.242640687119284,2,1.0,0.0,2343,2755,2356,2758,2343,2755,2356,2758,13.341664064126334
4,3139,3214,69.14213562373094,2,1.0,0.0,2356,2758,2420,2761,2356,2758,2420,2761,64.07027391856539
4,3139,3153,11.656854249492381,1,1.0,0.0,2356,2758,2360,2768,2356,2758,2360,2768,10.770329614269007
4,3214,3238,20.656854249492383,1,1.0,0.0,2420,2761,2438,2764,2420,2761,2438,2764,18.24828759089466
4,3214,3224,7.656854249492381,1,1.0,0.0,2420,2761,2424,2767,2420,2761,2424,2767,7.211102550927978
0,0,797,437.5512985522213,0,1.0,0.0,425,917,829,954,425,917,829,954,405.69076893614425
1,62,135,41.38477631085024,1,1.0,0.0,486,1923,522,1930,486,1923,522,1930,36.6742416417845
1,135,260,57.526911934581165,1,1.0,0.0,522,1930,561,1898,522,1930,561,1898,50.44799302251776
1,135,853,402.10764773832534,1,1.0,0.0,522,1930,884,1940,522,1930,884,1940,362.1380952067871
2,854,1204,356.87005768508897,1,1.0,0.0,1506,265,1855,266,1506,265,1855,266,349.0014326618159
2,1202,1204,1.4142135623730951,1,1.0,0.0,1854,265,1855,266,1854,265,1855,266,1.4142135623730951
2,1204,1618,216.45584412271575,1,1.0,0.0,1855,266,2064,266,1855,266,2064,266,209.0
3,1308,1325,3.0,1,1.0,0.0,1958,2699,1961,2699,1958,2699,1961,2699,3.0
3,1325,1329,15.828427124746192,1,1.0,0.0,1961,2699,1961,2714,1961,2699,1961,2714,15.0
3,1325,1364,21.142135623730955,2,1.0,0.0,1961,2699,1978,2689,1961,2699,1978,2689,19.72308292331602
3,1364,1592,83.69848480983498,2,1.0,0.0,1978,2689,2052,2683,1978,2689,2052,2683,74.24284477308234
3,1364,1436,29.62741699796953,2,1.0,0.0,1978,2689,1996,2710,1978,2689,1996,2710,27.65863337187866
3,1426,1436,14.828427124746192,1,1.0,0.0,1994,2724,1996,2710,1994,2724,1996,2710,14.142135623730951
3,1436,1560,41.82842712474619,1,1.0,0.0,1996,2710,2037,2712,1996,2710,2037,2712,41.048751503547585
3,1590,1592,5.414213562373095,1,1.0,0.0,2051,2688,2052,2683,2051,2688,2052,2683,5.0990195135927845
3,1592,1719,117.38477631085021,2,1.0,0.0,2052,2683,2164,2690,2052,2683,2164,2690,112.21853679316978
3,1719,1794,36.38477631085024,1,1.0,0.0,2164,2690,2175,2721,2164,2690,2175,2721,32.89376840679705
3,1719,1757,8.485281374238571,2,1.0,0.0,2164,2690,2170,2684,2164,2690,2170,2684,8.48528137423857
3,1757,1787,44.65685424949238,1,1.0,0.0,2170,2684,2174,2641,2170,2684,2174,2641,43.18564576337837
3,1757,1877,66.48528137423857,2,1.0,0.0,2170,2684,2234,2690,2170,2684,2234,2690,64.28063471995279
3,1866,1877,17.485281374238575,1,1.0,0.0,2228,2705,2234,2690,2228,2705,2234,2690,16.15549442140351
3,1877,1950,48.65685424949237,2,1.0,0.0,2234,2690,2281,2694,2234,2690,2281,2694,47.16990566028302
3,1911,1969,24.071067811865476,1,1.0,0.0,2265,2758,2286,2752,2265,2758,2286,2752,21.840329667841555
3,1950,1969,66.69848480983498,2,1.0,0.0,2281,2694,2286,2752,2281,2694,2286,2752,58.215118311311535
3,1950,2094,51.97056274847712,1,1.0,0.0,2281,2694,2328,2686,2281,2694,2328,2686,47.67598976424087
3,1969,2096,50.21320343559643,1,1.0,0.0,2286,2752,2329,2766,2286,2752,2329,2766,45.221676218380054
0,0,252,71.89949493661166,1,1.0,0.0,422,2473,491,2468,422,2473,491,2468,69.18092222571191
1,10,92,38.72792206135785,1,1.0,0.0,432,1918,467,1925,432,1918,467,1925,35.6931365951495
2,58,177,30.313708498984766,1,1.0,0.0,456,1412,483,1404,456,1412,483,1404,28.160255680657446
1,92,713,82.8700576850888,2,1.0,0.0,467,1925,535,1951,467,1925,535,1951,72.80109889280519
1,92,742,83.94112549695426,2,1.0,0.0,467,1925,537,1913,467,1925,537,1913,71.02112361825881
3,126,446,39.89949493661166,1,1.0,0.0,474,898,511,893,474,898,511,893,37.33630940518894
2,177,1075,129.50966799187796,1,1.0,0.0,483,1404,561,1315,483,1404,561,1315,118.3427226321923
2,177,236,8.65685424949238,2,1.0,0.0,483,1404,490,1408,483,1404,490,1408,8.06225774829855
2,236,1500,122.87005768508877,2,1.0,0.0,490,1408,604,1418,490,1408,604,1418,114.43775600735974
2,236,453,55.69848480983497,1,1.0,0.0,490,1408,511,1455,490,1408,511,1455,51.478150704935004
0,252,898,73.0121933088197,2,1.0,0.0,491,2468,546,2433,491,2468,546,2433,65.19202405202648
0,252,2253,211.23759005323598,1,1.0,0.0,491,2468,658,2531,491,2468,658,2531,178.48809484108457
3,446,1447,104.69848480983498,2,1.0,0.0,511,893,600,883,511,893,600,883,89.56003573022959
3,446,853,61.42640687119282,1,1.0,0.0,511,893,543,940,511,893,543,940,56.859475903318
4,458,605,16.656854249492383,1,1.0,0.0,512,397,527,399,512,397,527,399,15.132745950421556
4,605,2138,165.2375900532361,1,1.0,0.0,527,399,649,485,527,399,649,485,149.26486525636233
4,605,4989,601.362481734265,1,1.0,0.0,527,399,1072,304,527,399,1072,304,553.2178594369491
1,713,742,38.82842712474619,2,1.0,0.0,535,1951,537,1913,535,1951,537,1913,38.05259518088089
1,713,729,2.0,2,1.0,0.0,535,1951,536,1952,535,1951,536,1952,1.4142135623730951
1,729,1179,72.0121933088197,1,1.0,0.0,536,1952,571,2006,536,1952,571,2006,64.35060217278468
1,729,1565,75.31370849898474,2,1.0,0.0,536,1952,608,1958,536,1952,608,1958,72.24956747275377
1,742,3217,245.02438661763978,2,1.0,0.0,537,1913,758,1855,537,1913,758,1855,228.4841351166422
0,898,1533,102.6396103067892,2,1.0,0.0,546,2433,606,2364,546,2433,606,2364,91.43850392476902
0,898,2078,110.01219330881972,2,1.0,0.0,546,2433,644,2428,546,2433,644,2428,98.12746812182611
3,1447,2038,74.49747468305827,1,1.0,0.0,600,883,641,937,600,883,641,937,67.80117993073571
3,1447,5227,570.2497833620566,1,1.0,0.0,600,883,1128,853,600,883,1128,853,528.8515859860875
2,1500,1858,30.55634918610405,2,1.0,0.0,604,1418,628,1405,604,1418,628,1405,27.294688127912362
2,1500,2850,155.16652224137053,1,1.0,0.0,604,1418,718,1499,604,1418,718,1499,139.84634424968
0,1533,1719,30.55634918610405,1,1.0,0.0,606,2364,617,2338,606,2364,617,2338,28.231188426986208
0,1533,2791,126.63961030678918,2,1.0,0.0,606,2364,711,2404,606,2364,711,2404,112.36102527122117
1,1565,2031,69.18376618407352,1,1.0,0.0,608,1958,640,2011,608,1958,640,2011,61.91122676865643
1,1565,2426,74.55634918610403,2,1.0,0.0,608,1958,677,1946,608,1958,677,1946,70.03570517957252
2,1858,3728,261.5634918610411,1,1.0,0.0,628,1405,830,1281,628,1405,830,1281,237.0232056149777
2,1858,3049,124.28427124746186,2,1.0,0.0,628,1405,744,1419,628,1405,744,1419,116.84177335182824
0,2078,2200,32.72792206135786,1,1.0,0.0,644,2428,653,2399,644,2428,653,2399,30.364452901377952
0,2078,2791,83.52691193458115,2,1.0,0.0,644,2428,711,2404,644,2428,711,2404,71.16881339463234
1,2426,2469,8.65685424949238,2,1.0,0.0,677,1946,681,1953,677,1946,681,1953,8.06225774829855
1,2426,3118,90.18376618407353,2,1.0,0.0,677,1946,749,1912,677,1946,749,1912,79.62411694957753
1,2469,2574,22.313708498984763,1,1.0,0.0,681,1953,689,1972,681,1953,689,1972,20.615528128088304
1,2469,2684,24.384776310850242,1,1.0,0.0,681,1953,700,1966,681,1953,700,1966,23.021728866442675
0,2791,2809,2.0,2,1.0,0.0,711,2404,713,2404,711,2404,713,2404,2.0
0,2809,2909,26.970562748477146,1,1.0,0.0,713,2404,725,2382,713,2404,725,2382,25.059928172283335
0,2809,3786,133.3847763108502,2,1.0,0.0,713,2404,841,2405,713,2404,841,2405,128.00390619039717
2,3049,3191,26.55634918610405,1,1.0,0.0,744,1419,755,1441,744,1419,755,1441,24.596747752497688
2,3049,3313,26.414213562373096,2,1.0,0.0,744,1419,770,1418,744,1419,770,1418,26.019223662515376
1,3118,3217,63.21320343559641,2,1.0,0.0,749,1912,758,1855,749,1912,758,1855,57.706152185014034
1,3118,5311,465.4924240491759,1,1.0,0.0,749,1912,1169,1963,749,1912,1169,1963,423.08509782312115
1,3217,3417,30.970562748477146,1,1.0,0.0,758,1855,782,1841,758,1855,782,1841,27.784887978899608
2,3313,3838,89.21320343559641,2,1.0,0.0,770,1418,846,1396,770,1418,846,1396,79.12016177940993
2,3313,3573,42.45584412271571,1,1.0,0.0,770,1418,804,1437,770,1418,804,1437,38.948684188300895
0,3786,5211,327.33809511662486,1,1.0,0.0,841,2405,1122,2326,841,2405,1122,2326,291.8938163099726
0,3786,3831,25.656854249492383,1,1.0,0.0,841,2405,845,2429,841,2405,845,2429,24.331050121192877
2,3838,3861,14.242640687119287,1,1.0,0.0,846,1396,849,1383,846,1396,849,1383,13.341664064126334
2,3838,3988,29.242640687119287,2,1.0,0.0,846,1396,874,1399,846,1396,874,1399,28.160255680657446
2,3988,5344,343.91168824543166,1,1.0,0.0,874,1399,1202,1380,874,1399,1202,1380,328.54984401152893
2,3988,4006,13.414213562373096,1,1.0,0.0,874,1399,875,1412,874,1399,875,1412,13.038404810405298
0,0,268,63.526911934581165,1,1.0,0.0,479,2431,532,2407,479,2431,532,2407,58.180752831155424
0,64,117,14.727922061357859,1,1.0,0.0,494,2457,505,2466,494,2457,505,2466,14.212670403551895
1,107,430,137.39696961966996,1,1.0,0.0,503,967,550,894,503,967,550,894,86.82165628459296
2,114,379,48.798989873223334,1,1.0,0.0,505,1915,548,1915,505,1915,548,1915,43.0
0,117,448,56.79898987322331,2,1.0,0.0,505,2466,551,2447,505,2466,551,2447,49.76946855251722
0,117,176,23.72792206135786,1,1.0,0.0,505,2466,514,2486,505,2466,514,2486,21.93171219946131
3,157,205,9.656854249492381,1,1.0,0.0,513,406,520,401,513,406,520,401,8.602325267042627
3,192,205,3.8284271247461903,1,1.0,0.0,518,398,520,401,518,398,520,401,3.605551275463989
3,205,665,52.97056274847712,2,1.0,0.0,520,401,568,413,520,401,568,413,49.47726750741192
0,268,360,33.38477631085024,1,1.0,0.0,532,2407,545,2379,532,2407,545,2379,30.870698080866262
0,268,390,18.65685424949238,2,1.0,0.0,532,2407,549,2411,532,2407,549,2411,17.46424919657298
2,359,579,16.485281374238575,1,1.0,0.0,545,2002,559,1996,545,2002,559,1996,15.231546211727817
2,379,849,48.112698372208094,1,1.0,0.0,548,1915,584,1890,548,1915,584,1890,43.829214001622255
2,379,637,37.62741699796952,2,1.0,0.0,548,1915,565,1945,548,1915,565,1945,34.48187929913333
0,390,1257,81.94112549695424,2,1.0,0.0,549,2411,619,2411,549,2411,619,2411,70.0
0,390,448,36.828427124746185,2,1.0,0.0,549,2411,551,2447,549,2411,551,2447,36.05551275463989
1,430,6002,399.2914139223991,2,1.0,0.0,550,894,889,812,550,894,889,812,348.7764326900543
1,430,1701,109.76955262170046,2,1.0,0.0,550,894,645,922,550,894,645,922,99.04039579888602
0,448,936,41.82842712474619,2,1.0,0.0,551,2447,592,2447,551,2447,592,2447,41.0
2,579,637,55.14213562373093,2,1.0,0.0,559,1996,565,1945,559,1996,565,1945,51.35172830587107
2,579,2544,167.43860018001254,2,1.0,0.0,559,1996,695,2062,559,1996,695,2062,151.16877984557524
3,610,691,11.485281374238571,1,1.0,0.0,563,400,570,408,563,400,570,408,10.63014581273465
2,637,1518,73.07106781186546,2,1.0,0.0,565,1945,636,1948,565,1945,636,1948,71.06335201775947
0,642,938,34.798989873223334,1,1.0,0.0,565,2516,592,2532,565,2516,592,2532,31.38470965295043
3,665,1740,115.88225099390847,2,1.0,0.0,568,413,647,452,568,413,647,452,88.10221336606703
3,665,691,5.82842712474619,2,1.0,0.0,568,413,570,408,568,413,570,408,5.385164807134504
3,691,1740,100.3969696196699,2,1.0,0.0,570,408,647,452,570,408,647,452,88.68483523128404
0,885,938,11.071067811865476,1,1.0,0.0,587,2541,592,2532,587,2541,592,2532,10.295630140987
0,936,1257,47.18376618407355,2,1.0,0.0,592,2447,619,2411,592,2447,619,2411,45.0
0,936,1441,60.25483399593901,2,1.0,0.0,592,2447,633,2485,592,2447,633,2485,55.90169943749474
0,938,1511,45.899494936611646,2,1.0,0.0,592,2532,635,2525,592,2532,635,2525,43.56604182158393
2,1073,1197,12.242640687119286,1,1.0,0.0,605,1876,616,1873,605,1876,616,1873,11.40175425099138
2,1197,8048,462.0904037956224,1,1.0,0.0,616,1873,1019,1742,616,1873,1019,1742,423.75700584179134
2,1197,1933,81.84062043356589,2,1.0,0.0,616,1873,658,1931,616,1873,658,1931,71.61005515987263
0,1257,1293,3.0,2,1.0,0.0,619,2411,622,2411,619,2411,622,2411,3.0
0,1293,1343,5.414213562373095,2,1.0,0.0,622,2411,626,2409,622,2411,626,2409,4.47213595499958
0,1293,1555,37.213203435596434,1,1.0,0.0,622,2411,637,2442,622,2411,637,2442,34.438350715445125
0,1343,5015,233.22539674441637,2,1.0,0.0,626,2409,833,2401,626,2409,833,2401,207.15453169071634
0,1343,3622,155.49747468305847,2,1.0,0.0,626,2409,758,2453,626,2409,758,2453,139.1402170474087
0,1441,1511,40.828427124746185,2,1.0,0.0,633,2485,635,2525,633,2485,635,2525,40.049968789001575
0,1441,3024,99.6274169979695,2,1.0,0.0,633,2485,726,2469,633,2485,726,2469,94.36630754670864
0,1511,1602,4.82842712474619,2,1.0,0.0,635,2525,639,2527,635,2525,639,2527,4.47213595499958
2,1518,2558,107.63961030678918,2,1.0,0.0,636,1948,696,2022,636,1948,696,2022,95.26804291051643
2,1518,1933,29.62741699796953,2,1.0,0.0,636,1948,658,1931,636,1948,658,1931,27.80287754891569
1,1563,2099,33.89949493661167,1,1.0,0.0,638,964,669,961,638,964,669,961,31.144823004794873
0,1602,1869,35.798989873223334,1,1.0,0.0,639,2527,653,2557,639,2527,653,2557,33.1058907144937
0,1602,3963,158.3675323681471,2,1.0,0.0,639,2527,774,2576,639,2527,774,2576,143.6175476743702
1,1701,2172,46.38477631085023,2,1.0,0.0,645,922,674,897,645,922,674,897,38.28837943815329
1,1701,2112,33.55634918610404,2,1.0,0.0,645,922,670,937,645,922,670,937,29.154759474226502
3,1740,2045,20.82842712474619,2,1.0,0.0,647,452,667,454,647,452,667,454,20.09975124224178
2,1933,2459,34.0,2,1.0,0.0,658,1931,692,1931,658,1931,692,1931,34.0
3,2045,3703,112.74011537017758,2,1.0,0.0,667,454,761,423,667,454,761,423,98.97979591815695
3,2045,2760,56.94112549695427,2,1.0,0.0,667,454,710,482,667,454,710,482,51.31276644267
1,2099,2115,21.414213562373096,2,1.0,0.0,669,961,670,940,669,961,670,940,21.02379604162864
1,2099,2117,2.414213562373095,1,1.0,0.0,669,961,670,963,669,961,670,963,2.23606797749979
1,2112,2115,3.0,2,1.0,0.0,670,937,670,940,670,937,670,940,3.0
1,2112,2292,29.142135623730955,2,1.0,0.0,670,937,680,912,670,937,680,912,26.92582403567252
1,2115,3173,68.14213562373094,2,1.0,0.0,670,940,734,942,670,940,734,942,64.03124237432849
1,2172,4303,147.2964645562817,2,1.0,0.0,674,897,794,855,674,897,794,855,127.13772060250254
1,2172,2292,17.48528137423857,2,1.0,0.0,674,897,680,912,674,897,680,912,16.15549442140351
1,2292,2306,1.0,1,1.0,0.0,680,912,681,912,680,912,681,912,1.0
2,2459,4179,117.71067811865467,2,1.0,0.0,692,1931,786,1924,692,1931,786,1924,94.26027795418386
2,2459,4179,121.36753236814704,2,1.0,0.0,692,1931,786,1924,692,1931,786,1924,94.26027795418386
2,2544,2558,40.41421356237309,2,1.0,0.0,695,2062,696,2022,695,2062,696,2022,40.01249804748511
2,2544,2707,16.071067811865476,2,1.0,0.0,695,2062,706,2070,695,2062,706,2070,13.601470508735444
2,2558,3412,69.11269837220806,2,1.0,0.0,696,2022,746,2054,696,2022,746,2054,59.36328831862332
2,2707,3412,47.2132034355964,2,1.0,0.0,706,2070,746,2054,706,2070,746,2054,43.08131845707603
2,2707,2724,3.414213562373095,1,1.0,0.0,706,2070,707,2073,706,2070,707,2073,3.1622776601683795
3,2760,3609,51.89949493661166,2,1.0,0.0,710,482,758,474,710,482,758,474,48.662100242385755
3,2760,4205,118.75230867899724,1,1.0,0.0,710,482,788,562,710,482,788,562,111.73182178770737
0,3024,3622,39.21320343559642,2,1.0,0.0,726,2469,758,2453,726,2469,758,2453,35.77708763999664
0,3024,4095,109.29646455628155,2,1.0,0.0,726,2469,781,2552,726,2469,781,2552,99.56907150315303
1,3173,4303,114.19595949289321,2,1.0,0.0,734,942,794,855,734,942,794,855,105.68348972285122
1,3173,5009,105.97056274847712,2,1.0,0.0,734,942,833,952,734,942,833,952,99.50376877284599
2,3412,3846,25.485281374238575,2,1.0,0.0,746,2054,767,2062,746,2054,767,2062,22.47220505424423
3,3609,3918,42.79898987322332,2,1.0,0.0,758,474,772,437,758,474,772,437,39.56008088970496
3,3609,4797,78.52691193458116,1,1.0,0.0,758,474,822,502,758,474,822,502,69.85699678629192
0,3622,4842,67.24264068711928,2,1.0,0.0,758,2453,824,2452,758,2453,824,2452,66.007575322837
3,3703,3814,29.07106781186548,1,1.0,0.0,761,423,766,396,761,423,766,396,27.459060435491963
3,3703,3918,18.55634918610405,2,1.0,0.0,761,423,772,437,761,423,772,437,17.804493814764857
2,3742,3846,32.72792206135786,1,1.0,0.0,762,2091,767,2062,762,2091,767,2062,29.427877939124322
2,3846,8027,278.9949493661169,2,1.0,0.0,767,2062,1017,2126,767,2062,1017,2126,258.0620080523284
3,3918,4081,9.0,2,1.0,0.0,772,437,781,437,772,437,781,437,9.0
0,3963,6465,180.85281374238573,1,1.0,0.0,774,2576,916,2650,774,2576,916,2650,160.12495120998477
0,3963,4095,26.899494936611667,2,1.0,0.0,774,2576,781,2552,774,2576,781,2552,25.0
3,4081,5408,107.32590180780447,2,1.0,0.0,781,437,853,380,781,437,853,380,91.8313671900838
3,4081,4600,31.65685424949238,2,1.0,0.0,781,437,811,441,781,437,811,441,30.265491900843113
0,4095,4414,19.0,2,1.0,0.0,781,2552,800,2552,781,2552,800,2552,19.0
2,4179,4258,5.414213562373095,2,1.0,0.0,786,1924,791,1923,786,1924,791,1923,5.0990195135927845
2,4258,5339,87.6690475583121,2,1.0,0.0,791,1923,849,1874,791,1923,849,1874,75.92759709091287
2,4258,4658,50.4558441227157,2,1.0,0.0,791,1923,814,1961,791,1923,814,1961,44.41846462902562
1,4303,6002,125.69848480983497,2,1.0,0.0,794,855,889,812,794,855,889,812,104.27847332982968
0,4414,5405,60.21320343559643,1,1.0,0.0,800,2552,852,2537,800,2552,852,2537,54.120236510939236
0,4414,6649,142.254833995939,1,1.0,0.0,800,2552,928,2577,800,2552,928,2577,130.41855696180662
3,4600,5492,58.01219330881974,2,1.0,0.0,811,441,856,411,811,441,856,411,54.08326913195984
3,4600,5509,55.2842712474619,1,1.0,0.0,811,441,857,456,811,441,857,456,48.38388161361178
2,4658,6497,123.39696961966992,2,1.0,0.0,814,1961,919,1918,814,1961,919,1918,113.46365056704283
2,4658,7090,189.2375900532361,2,1.0,0.0,814,1961,959,2048,814,1961,959,2048,169.09760495051373
0,4842,5015,54.72792206135786,2,1.0,0.0,824,2452,833,2401,824,2452,833,2401,51.78802950489621
0,4842,5977,68.97056274847712,2,1.0,0.0,824,2452,887,2465,824,2452,887,2465,64.32728814430156
1,5009,6506,139.9238815542511,1,1.0,0.0,833,952,920,861,833,952,920,861,125.89678312014172
1,5009,5935,66.01219330881973,2,1.0,0.0,833,952,885,983,833,952,885,983,60.53924347066124
0,5015,6488,90.79898987322332,2,1.0,0.0,833,2401,918,2387,833,2401,918,2387,86.14522621712709
2,5339,7666,171.46803743153555,2,1.0,0.0,849,1874,997,1849,849,1874,997,1849,150.0966355385756
2,5339,6497,88.81118318204302,2,1.0,0.0,849,1874,919,1918,849,1874,919,1918,82.68010643437755
3,5408,5492,32.24264068711929,2,1.0,0.0,853,380,856,411,853,380,856,411,31.144823004794873
3,5408,5478,5.242640687119286,1,1.0,0.0,853,380,856,376,853,380,856,376,5.0
3,5492,5999,35.071067811865476,2,1.0,0.0,856,411,889,416,856,411,889,416,33.37663853655727
1,5935,6272,38.45584412271572,1,1.0,0.0,885,983,903,952,885,983,903,952,35.84689665786984
1,5935,7008,78.0416305603426,2,1.0,0.0,885,983,955,999,885,983,955,999,71.80529228406496
