skeleton-id,filename,coord-src-0,coord-src-1,coord-dst-0,coord-dst-1,branch-distance
1.0,test_image_12.png,925.0,2369.0,1352.0,2335.0,446.8822509939089
3.0,test_image_12.png,1243.0,415.0,1246.0,398.0,18.242640687119287
3.0,test_image_12.png,1243.0,415.0,1252.0,417.0,9.82842712474619
3.0,test_image_12.png,1252.0,417.0,1254.0,432.0,15.828427124746192
3.0,test_image_12.png,1252.0,417.0,1336.0,438.0,93.28427124746186
3.0,test_image_12.png,1336.0,438.0,1394.0,452.0,65.79898987322332
3.0,test_image_12.png,1336.0,438.0,1347.0,427.0,19.071067811865476
0.0,test_image_13.png,473.0,888.0,496.0,894.0,25.48528137423857
1.0,test_image_13.png,473.0,2464.0,476.0,2466.0,3.82842712474619
2.0,test_image_13.png,476.0,1445.0,514.0,1445.0,42.727922061357845
1.0,test_image_13.png,476.0,2466.0,597.0,2545.0,167.6812408671319
1.0,test_image_13.png,476.0,2466.0,549.0,2464.0,76.31370849898475
3.0,test_image_13.png,477.0,1948.0,487.0,1946.0,10.828427124746192
3.0,test_image_13.png,487.0,1946.0,538.0,1948.0,54.07106781186547
3.0,test_image_13.png,487.0,1946.0,499.0,1979.0,37.970562748477136
0.0,test_image_13.png,496.0,894.0,497.0,896.0,2.414213562373095
0.0,test_image_13.png,496.0,894.0,620.0,806.0,165.72287142747456
0.0,test_image_13.png,497.0,896.0,662.0,928.0,193.56854249492386
0.0,test_image_13.png,497.0,896.0,568.0,895.0,73.89949493661166
4.0,test_image_13.png,499.0,398.0,520.0,380.0,36.89949493661167
2.0,test_image_13.png,514.0,1445.0,529.0,1486.0,47.79898987322331
2.0,test_image_13.png,514.0,1445.0,580.0,1450.0,68.07106781186548
4.0,test_image_13.png,520.0,380.0,766.0,265.0,310.9066376115484
4.0,test_image_13.png,520.0,380.0,587.0,386.0,69.48528137423857
3.0,test_image_13.png,538.0,1948.0,715.0,2128.0,273.71782079359184
3.0,test_image_13.png,538.0,1948.0,626.0,1959.0,92.55634918610401
1.0,test_image_13.png,549.0,2464.0,597.0,2545.0,102.05382386916229
1.0,test_image_13.png,549.0,2464.0,618.0,2465.0,69.41421356237309
0.0,test_image_13.png,568.0,895.0,641.0,915.0,87.38477631085024
0.0,test_image_13.png,568.0,895.0,640.0,897.0,76.14213562373094
2.0,test_image_13.png,580.0,1450.0,582.0,1440.0,10.82842712474619
2.0,test_image_13.png,580.0,1450.0,1527.0,1316.0,1025.4579361637707
4.0,test_image_13.png,587.0,386.0,662.0,420.0,98.94112549695424
4.0,test_image_13.png,587.0,386.0,645.0,377.0,61.727922061357845
1.0,test_image_13.png,597.0,2545.0,701.0,2550.0,114.35533905932732
1.0,test_image_13.png,618.0,2465.0,676.0,2434.0,72.01219330881973
1.0,test_image_13.png,618.0,2465.0,701.0,2550.0,128.75230867899722
3.0,test_image_13.png,626.0,1959.0,895.0,1832.0,330.97770542341414
3.0,test_image_13.png,626.0,1959.0,715.0,1989.0,103.4264068711928
0.0,test_image_13.png,640.0,897.0,660.0,895.0,21.414213562373096
0.0,test_image_13.png,640.0,897.0,641.0,915.0,18.414213562373096
0.0,test_image_13.png,641.0,915.0,662.0,924.0,24.727922061357862
4.0,test_image_13.png,645.0,377.0,662.0,420.0,50.041630560342604
4.0,test_image_13.png,645.0,377.0,718.0,362.0,79.2132034355964
0.0,test_image_13.png,660.0,895.0,662.0,924.0,31.485281374238575
0.0,test_image_13.png,660.0,895.0,698.0,887.0,41.31370849898476
4.0,test_image_13.png,662.0,420.0,936.0,555.0,329.91883092036863
0.0,test_image_13.png,662.0,924.0,662.0,928.0,4.0
0.0,test_image_13.png,662.0,928.0,747.0,974.0,104.63961030678921
1.0,test_image_13.png,676.0,2434.0,939.0,2299.0,352.859956417323
1.0,test_image_13.png,676.0,2434.0,750.0,2406.0,87.01219330881969
0.0,test_image_13.png,698.0,887.0,1616.0,923.0,958.3502884254448
0.0,test_image_13.png,698.0,887.0,751.0,966.0,102.12489168102775
1.0,test_image_13.png,701.0,2550.0,968.0,2657.0,312.97770542341436
3.0,test_image_13.png,715.0,1989.0,766.0,1925.0,87.4680374315354
3.0,test_image_13.png,715.0,1989.0,1751.0,1956.0,1090.8477631085034
4.0,test_image_13.png,718.0,362.0,796.0,326.0,94.6690475583121
4.0,test_image_13.png,718.0,362.0,974.0,510.0,325.50461735799536
0.0,test_image_13.png,747.0,974.0,751.0,966.0,9.65685424949238
0.0,test_image_13.png,747.0,974.0,812.0,1022.0,88.98275605729684
1.0,test_image_13.png,750.0,2406.0,958.0,2321.0,269.65180361560914
1.0,test_image_13.png,750.0,2406.0,908.0,2391.0,171.66904755831212
0.0,test_image_13.png,751.0,966.0,763.0,965.0,12.414213562373096
4.0,test_image_13.png,796.0,326.0,867.0,271.0,101.39696961966992
4.0,test_image_13.png,796.0,326.0,1767.0,348.0,1043.2741699796966
1.0,test_image_13.png,908.0,2391.0,956.0,2458.0,96.25483399593897
1.0,test_image_13.png,908.0,2391.0,1904.0,2314.0,1042.8061325481608
4.0,test_image_13.png,1767.0,348.0,1767.0,360.0,12.828427124746192
4.0,test_image_13.png,1767.0,348.0,1824.0,356.0,60.31370849898475
0.0,test_image_14.png,15.0,2495.0,141.0,2498.0,130.55634918610403
1.0,test_image_14.png,351.0,2698.0,417.0,2687.0,77.18376618407355
1.0,test_image_14.png,406.0,2675.0,417.0,2677.0,11.828427124746192
1.0,test_image_14.png,417.0,2677.0,417.0,2687.0,10.0
1.0,test_image_14.png,417.0,2677.0,506.0,2636.0,110.08326112068515
1.0,test_image_14.png,417.0,2687.0,428.0,2697.0,15.727922061357859
2.0,test_image_14.png,428.0,884.0,566.0,903.0,153.3259018078045
3.0,test_image_14.png,1450.0,303.0,1485.0,300.0,42.97056274847714
3.0,test_image_14.png,1454.0,343.0,1496.0,340.0,44.89949493661166
3.0,test_image_14.png,1477.0,318.0,1485.0,317.0,8.414213562373096
3.0,test_image_14.png,1485.0,300.0,1485.0,317.0,17.0
3.0,test_image_14.png,1485.0,300.0,1519.0,297.0,35.24264068711929
3.0,test_image_14.png,1485.0,317.0,1496.0,327.0,16.313708498984763
3.0,test_image_14.png,1496.0,327.0,1496.0,340.0,13.0
3.0,test_image_14.png,1496.0,327.0,1515.0,329.0,19.82842712474619
3.0,test_image_14.png,1496.0,340.0,1505.0,343.0,10.242640687119286
4.0,test_image_14.png,2240.0,454.0,2412.0,456.0,174.48528137423858
0.0,test_image_15.png,476.0,1441.0,803.0,1400.0,354.5096679918786
1.0,test_image_15.png,488.0,1943.0,814.0,1925.0,342.56854249492415
2.0,test_image_15.png,513.0,395.0,535.0,400.0,24.071067811865476
2.0,test_image_15.png,535.0,400.0,537.0,394.0,6.82842712474619
2.0,test_image_15.png,535.0,400.0,801.0,442.0,283.3969696196703
